59659280,The Message (1976),7,tt0074896
59659280,Peaceful Warrior (2006),6,tt0438315
59659280,Deadpool (2016),5,tt1431045
59659280,Star Wars: The Force Awakens (2015),8,tt2488496
59659280,The Revenant (2015),7,tt1663202
59659280,Interstellar (2014),10,tt0816692
59659280,Gone Girl (2014),10,tt2267998
59659280,The Martian (2015),9,tt3659388
59659280,Blade Runner (1982),8,tt0083658
59659280,The Intouchables (2011),9,tt1675434
59659280,Remember the Titans (2000),8,tt0210945
59659280,Oldboy (2003),9,tt0364569
59659280,2001: A Space Odyssey (1968),9,tt0062622
59659280,Amélie (2001),7,tt0211915
59659280,"Lock, Stock and Two Smoking Barrels (1998)",8,tt0120735
59659280,Toy Story (1995),7,tt0114709
59659280,Blood Diamond (2006),8,tt0450259
59659280,Lawrence of Arabia (1962),8,tt0056172
59659280,Coach Carter (2005),8,tt0393162
59659280,The Godfather (1972),9,tt0068646
59659280,Pulp Fiction (1994),8,tt0110912
59659280,Goodfellas (1990),9,tt0099685
59659280,Scarface (1983),9,tt0086250
59659280,Taxi Driver (1976),8,tt0075314
59659280,The Godfather: Part II (1974),9,tt0071562
59659280,Snatch (2000),9,tt0208092
59659280,City of God (2002),10,tt0317248
59659280,The Social Network (2010),8,tt1285016
59659280,Life of Pi (2012),8,tt0454876
59659280,Seven Pounds (2008),8,tt0814314
59659280,Burn After Reading (2008),7,tt0887883
59659280,Patch Adams (1998),7,tt0129290
59659280,The Da Vinci Code (2006),8,tt0382625
59659280,The Wolf of Wall Street (2013),9,tt0993846
59659280,The Dark Knight Rises (2012),8,tt1345836
59659280,The Departed (2006),9,tt0407887
59659280,No Country for Old Men (2007),8,tt0477348
59659280,12 Years a Slave (2013),8,tt2024544
59659280,One Flew Over the Cuckoo's Nest (1975),9,tt0073486
59659280,300 (2006),9,tt0416449
59659280,A Beautiful Mind (2001),8,tt0268978
59659280,Drive (2011),9,tt0780504
59659280,War of the Worlds (2005),8,tt0407304
59659280,V for Vendetta (2005),9,tt0434409
59659280,Pirates of the Caribbean: Dead Man's Chest (2006),7,tt0383574
59659280,Sin City (2005),7,tt0401792
59659280,Raiders of the Lost Ark (1981),7,tt0082971
59659280,The Sixth Sense (1999),9,tt0167404
59659280,American Gangster (2007),8,tt0765429
59659280,Argo (2012),7,tt1024648
59659280,Limitless (2011),9,tt1219289
59659280,I Am Legend (2007),7,tt0480249
59659280,The Machinist (2004),9,tt0361862
59659280,X-Men: The Last Stand (2006),6,tt0376994
59659280,True Grit (2010),8,tt1403865
59659280,L.A. Confidential (1997),9,tt0119488
59659280,The Pursuit of Happyness (2006),9,tt0454921
59659280,Twelve Monkeys (1995),9,tt0114746
59659280,The Butterfly Effect (2004),9,tt0289879
59659280,Minority Report (2002),8,tt0181689
59659280,Rain Man (1988),8,tt0095953
59659280,Slumdog Millionaire (2008),8,tt1010048
59659280,The Fighter (2010),8,tt0964517
59659280,Indiana Jones and the Temple of Doom (1984),7,tt0087469
59659280,The Hurt Locker (2008),7,tt0887912
59659280,The Matrix Revolutions (2003),9,tt0242653
59659280,Sherlock Holmes: A Game of Shadows (2011),8,tt1515091
59659280,Hancock (2008),7,tt0448157
59659280,Die Hard 2 (1990),8,tt0099423
59659280,Die Hard with a Vengeance (1995),8,tt0112864
59659280,The Shawshank Redemption (1994),10,tt0111161
59659280,The Dark Knight (2008),9,tt0468569
59659280,Titanic (1997),8,tt0120338
59659280,Inception (2010),10,tt1375666
59659280,Django Unchained (2012),7,tt1853728
59659280,Inglourious Basterds (2009),7,tt0361748
59659280,Forrest Gump (1994),10,tt0109830
59659280,The Prestige (2006),10,tt0482571
59659280,Saving Private Ryan (1998),9,tt0120815
59659280,Fight Club (1999),10,tt0137523
59659280,The Matrix (1999),9,tt0133093
59659280,American Beauty (1999),8,tt0169547
59659280,Good Will Hunting (1997),10,tt0119217
59659280,The Silence of the Lambs (1991),9,tt0102926
59659280,The Lord of the Rings: The Fellowship of the Ring (2001),8,tt0120737
59659280,The Usual Suspects (1995),7,tt0114814
59659280,Pirates of the Caribbean: The Curse of the Black Pearl (2003),7,tt0325980
59659280,Eternal Sunshine of the Spotless Mind (2004),7,tt0338013
59659280,Se7en (1995),8,tt0114369
59659280,Donnie Darko (2001),8,tt0246578
59659280,X-Men (2000),6,tt0120903
59659280,Iron Man 3 (2013),6,tt1300854
59659280,The Great Gatsby (2013),7,tt1343092
59659280,Braveheart (1995),9,tt0112573
59659280,Avatar (2009),7,tt0499549
59659280,The Green Mile (1999),8,tt0120689
59659280,Gladiator (2000),8,tt0172495
59659280,American History X (1998),9,tt0120586
59659280,Shutter Island (2010),10,tt1130884
59659280,Apocalypse Now (1979),9,tt0078788
59659280,A Clockwork Orange (1971),9,tt0066921
59659280,Silver Linings Playbook (2012),9,tt1045658
59659280,There Will Be Blood (2007),8,tt0469494
59659280,American Psycho (2000),8,tt0144084
59659280,Memento (2000),8,tt0209144
59659280,Trainspotting (1996),9,tt0117951
59659280,Predator (1987),8,tt0093773
59659280,Kill Bill: Vol. 1 (2003),7,tt0266697
59659280,Full Metal Jacket (1987),8,tt0093058
59659280,The Fifth Element (1997),8,tt0119116
59659280,Terminator 2: Judgment Day (1991),8,tt0103064
59659280,The Truman Show (1998),10,tt0120382
59659280,Dead Poets Society (1989),8,tt0097165
59659280,Catch Me If You Can (2002),9,tt0264464
59659280,Die Hard (1988),8,tt0095016
59659280,Sherlock Holmes (2009),7,tt0988045
59659280,Rocky (1976),9,tt0075148
59659280,Million Dollar Baby (2004),7,tt0405159
59659280,The Matrix Reloaded (2003),9,tt0234215
59659280,Gangs of New York (2002),9,tt0217505
59659280,Gran Torino (2008),9,tt1205489
59659280,Indiana Jones and the Last Crusade (1989),7,tt0097576
59659280,Public Enemies (2009),8,tt1152836
59659280,3:10 to Yuma (2007),9,tt0381849
