45835473,Dallas Buyers Club (2013),10,tt0790636
45835473,The King's Speech (2010),8,tt1504320
45835473,The Deer Hunter (1978),8,tt0077416
45835473,The Imitation Game (2014),8,tt2084970
45835473,Million Dollar Baby (2004),7,tt0405159
45835473,Platoon (1986),8,tt0091763
45835473,Mulholland Dr. (2001),8,tt0166924
45835473,The Theory of Everything (2014),8,tt2980516
45835473,The Sting (1973),8,tt0070735
45835473,Boyhood (2014),9,tt1065073
45835473,The Prestige (2006),8,tt0482571
45835473,Amadeus (1984),10,tt0086879
45835473,Paths of Glory (1957),8,tt0050825
45835473,Whiplash (2014),8,tt2582802
45835473,Gone Girl (2014),8,tt2267998
45835473,Interstellar (2014),10,tt0816692
45835473,Birdman or (The Unexpected Virtue of Ignorance) (2014),8,tt2562232
45835473,Gandhi (1982),10,tt0083987
45835473,Casino (1995),8,tt0112641
45835473,Edge of Tomorrow (2014),8,tt1631867
45835473,Dawn of the Planet of the Apes (2014),10,tt2103281
45835473,Rise of the Planet of the Apes (2011),9,tt1318514
45835473,Gravity (2013),9,tt1454468
45835473,Serpico (1973),8,tt0070666
45835473,Blue Velvet (1986),9,tt0090756
45835473,Predestination (2014),8,tt2397535
45835473,Alien (1979),8,tt0078748
45835473,The Intouchables (2011),9,tt1675434
45835473,Good Will Hunting (1997),9,tt0119217
45835473,The Grand Budapest Hotel (2014),7,tt2278388
45835473,Sin City (2005),8,tt0401792
45835473,Raging Bull (1980),9,tt0081398
45835473,The Seventh Seal (1957),8,tt0050976
45835473,Forrest Gump (1994),9,tt0109830
45835473,Reservoir Dogs (1992),9,tt0105236
45835473,The Green Mile (1999),9,tt0120689
45835473,American Beauty (1999),9,tt0169547
45835473,Batman Begins (2005),8,tt0372784
45835473,Memento (2000),8,tt0209144
45835473,Once Upon a Time in America (1984),8,tt0087843
45835473,The Lives of Others (2006),10,tt0405094
45835473,Das Boot (1981),9,tt0082096
45835473,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),8,tt0057012
45835473,Slumdog Millionaire (2008),9,tt1010048
45835473,Neon Genesis Evangelion: The End of Evangelion (1997),9,tt0169858
45835473,The Dark Knight Rises (2012),8,tt1345836
45835473,Full Metal Jacket (1987),9,tt0093058
45835473,Eyes Wide Shut (1999),9,tt0120663
45835473,Grave of the Fireflies (1988),8,tt0095327
45835473,Apocalypse Now (1979),8,tt0078788
45835473,Django Unchained (2012),8,tt1853728
45835473,The Departed (2006),8,tt0407887
45835473,L.A. Confidential (1997),8,tt0119488
45835473,Saving Private Ryan (1998),8,tt0120815
45835473,The Pianist (2002),10,tt0253474
45835473,The Dark Knight (2008),9,tt0468569
45835473,The Wolf of Wall Street (2013),9,tt0993846
45835473,The Matrix (1999),7,tt0133093
45835473,The Silence of the Lambs (1991),8,tt0102926
45835473,Schindler's List (1993),9,tt0108052
45835473,The Usual Suspects (1995),10,tt0114814
45835473,Pan's Labyrinth (2006),7,tt0457430
45835473,Se7en (1995),9,tt0114369
45835473,Scarface (1983),10,tt0086250
45835473,12 Years a Slave (2013),9,tt2024544
45835473,Taxi Driver (1976),8,tt0075314
45835473,One Flew Over the Cuckoo's Nest (1975),8,tt0073486
45835473,The Godfather: Part II (1974),9,tt0071562
45835473,Psycho (1960),8,tt0054215
45835473,Oldboy (2003),7,tt0364569
45835473,Heat (1995),8,tt0113277
45835473,Pacific Rim (2013),6,tt1663662
45835473,The Machinist (2004),8,tt0361862
45835473,Seven Samurai (1954),6,tt0047478
45835473,Chinatown (1974),9,tt0071315
45835473,Ted (2012),7,tt1637725
45835473,The Elephant Man (1980),10,tt0080678
45835473,Carlito's Way (1993),10,tt0106519
45835473,Akira (1988),10,tt0094625
45835473,V for Vendetta (2005),9,tt0434409
45835473,I Am Legend (2007),9,tt0480249
45835473,Green Street Hooligans (2005),8,tt0385002
45835473,The Godfather (1972),10,tt0068646
45835473,(500) Days of Summer (2009),8,tt1022603
45835473,The Matrix Reloaded (2003),8,tt0234215
45835473,Donnie Brasco (1997),8,tt0119008
45835473,SLC Punk! (1998),8,tt0133189
45835473,Candy (2006),8,tt0424880
45835473,Apollo 18 (2011),6,tt1772240
45835473,Spun (2002),7,tt0283003
45835473,Up in Smoke (1978),8,tt0078446
45835473,Dazed and Confused (1993),7,tt0106677
45835473,The Shawshank Redemption (1994),10,tt0111161
45835473,Pulp Fiction (1994),9,tt0110912
45835473,Inception (2010),9,tt1375666
45835473,Inglourious Basterds (2009),9,tt0361748
45835473,Fight Club (1999),9,tt0137523
45835473,The Shining (1980),10,tt0081505
45835473,The Lord of the Rings: The Fellowship of the Ring (2001),9,tt0120737
45835473,Eternal Sunshine of the Spotless Mind (2004),9,tt0338013
45835473,Léon: The Professional (1994),8,tt0110413
45835473,Goodfellas (1990),9,tt0099685
45835473,Requiem for a Dream (2000),10,tt0180093
45835473,Donnie Darko (2001),8,tt0246578
45835473,The Big Lebowski (1998),8,tt0118715
45835473,Braveheart (1995),10,tt0112573
45835473,The Notebook (2004),8,tt0332280
45835473,Gladiator (2000),10,tt0172495
45835473,American History X (1998),9,tt0120586
45835473,Snatch (2000),8,tt0208092
45835473,A Clockwork Orange (1971),10,tt0066921
45835473,American Psycho (2000),9,tt0144084
45835473,A Beautiful Mind (2001),9,tt0268978
45835473,City of God (2002),9,tt0317248
45835473,The Lord of the Rings: The Return of the King (2003),9,tt0167260
45835473,Trainspotting (1996),9,tt0117951
45835473,2001: A Space Odyssey (1968),9,tt0062622
45835473,The Lord of the Rings: The Two Towers (2002),9,tt0167261
45835473,"Lock, Stock and Two Smoking Barrels (1998)",9,tt0120735
45835473,Downfall (2004),10,tt0363163
45835473,Twelve Monkeys (1995),8,tt0114746
45835473,Blow (2001),8,tt0221027
45835473,RocknRolla (2008),8,tt1032755
45835473,The Butterfly Effect (2004),8,tt0289879
45835473,Fear and Loathing in Las Vegas (1998),8,tt0120669
45835473,The Tree of Life (2011),9,tt0478304
45835473,The Matrix Revolutions (2003),8,tt0242653
45835473,The Fountain (2006),9,tt0414993
45835473,Vanilla Sky (2001),8,tt0259711
45835473,Seven Psychopaths (2012),7,tt1931533
45835473,Eraserhead (1977),9,tt0074486
45835473,Jay and Silent Bob Strike Back (2001),7,tt0261392
45835473,I Am Sam (2001),9,tt0277027
45835473,Barry Lyndon (1975),8,tt0072684
45835473,Walk Hard: The Dewey Cox Story (2007),7,tt0841046
45835473,Pi (1998),8,tt0138704
