38521009,Blade: Trinity (2004),5,tt0359013
38521009,Pitch Black (2000),7,tt0134847
38521009,The Lego Movie (2014),8,tt1490017
38521009,Non-Stop (2014),8,tt2024469
38521009,Iron Man 3 (2013),8,tt1300854
38521009,Iron Man (2008),8,tt0371746
38521009,Iron Man 2 (2010),8,tt1228705
38521009,City of Ember (2008),8,tt0970411
38521009,A Series of Unfortunate Events (2004),8,tt0339291
38521009,The Hunger Games (2012),8,tt1392170
38521009,The Great Gatsby (2013),9,tt1343092
38521009,A Knight's Tale (2001),8,tt0183790
38521009,(500) Days of Summer (2009),8,tt1022603
38521009,The Wolf of Wall Street (2013),9,tt0993846
38521009,Taxi 2 (2000),7,tt0183869
38521009,The A-Team (2010),8,tt0429493
38521009,The Wolverine (2013),7,tt1430132
38521009,Oblivion (2013),8,tt1483013
38521009,Elysium (2013),8,tt1535108
38521009,"Definitely, Maybe (2008)",8,tt0832266
38521009,After Earth (2013),6,tt1815862
38521009,300 (2006),8,tt0416449
38521009,The Rock (1996),8,tt0117500
38521009,White House Down (2013),7,tt2334879
38521009,National Treasure (2004),7,tt0368891
38521009,Get the Gringo (2012),7,tt1567609
38521009,Twelve Monkeys (1995),9,tt0114746
38521009,The Mexican (2001),7,tt0236493
38521009,Last Vegas (2013),7,tt1204975
38521009,Anger Management (2003),7,tt0305224
38521009,30 Minutes or Less (2011),7,tt1622547
38521009,Alien (1979),9,tt0078748
38521009,Schindler's List (1993),10,tt0108052
38521009,No Country for Old Men (2007),9,tt0477348
38521009,Taxi Driver (1976),8,tt0075314
38521009,A Clockwork Orange (1971),9,tt0066921
38521009,Silver Linings Playbook (2012),9,tt1045658
38521009,Psycho (1960),8,tt0054215
38521009,Cloud Atlas (2012),9,tt1371111
38521009,Gravity (2013),9,tt1454468
38521009,Up (2009),9,tt1049413
38521009,Battleship (2012),6,tt1440129
38521009,Olympus Has Fallen (2013),7,tt2302755
38521009,Green Lantern (2011),6,tt1133985
38521009,Battle Los Angeles (2011),5,tt1217613
38521009,The Croods (2013),8,tt0481499
38521009,We Bought a Zoo (2011),8,tt1389137
38521009,Catch Me If You Can (2002),9,tt0264464
38521009,American Hustle (2013),9,tt1800241
38521009,Minority Report (2002),8,tt0181689
38521009,Captain Phillips (2013),9,tt1535109
38521009,Salt (2010),7,tt0944835
38521009,Mud (2012),8,tt1935179
38521009,Titanic (1997),8,tt0120338
38521009,Zero Dark Thirty (2012),8,tt1790885
38521009,Prison Break (2005 TV Series),9,tt0455275
38521009,Frozen (2013),9,tt2294629
38521009,Out of the Furnace (2013),8,tt1206543
38521009,The Master (2012),8,tt1560747
38521009,Homefront (2013),7,tt2312718
38521009,12 Years a Slave (2013),10,tt2024544
